"global_step","15 - _step","15 - _step__MIN","15 - _step__MAX","15 - charts/state_entropy","15 - charts/state_entropy__MIN","15 - charts/state_entropy__MAX","19 - _step","19 - _step__MIN","19 - _step__MAX","19 - charts/state_entropy","19 - charts/state_entropy__MIN","19 - charts/state_entropy__MAX","18 - _step","18 - _step__MIN","18 - _step__MAX","18 - charts/state_entropy","18 - charts/state_entropy__MIN","18 - charts/state_entropy__MAX","17 - _step","17 - _step__MIN","17 - _step__MAX","17 - charts/state_entropy","17 - charts/state_entropy__MIN","17 - charts/state_entropy__MAX","20 - _step","20 - _step__MIN","20 - _step__MAX","20 - charts/state_entropy","20 - charts/state_entropy__MIN","20 - charts/state_entropy__MAX","16 - _step","16 - _step__MIN","16 - _step__MAX","16 - charts/state_entropy","16 - charts/state_entropy__MIN","16 - charts/state_entropy__MAX","10 - _step","10 - _step__MIN","10 - _step__MAX","10 - charts/state_entropy","10 - charts/state_entropy__MIN","10 - charts/state_entropy__MAX","12 - _step","12 - _step__MIN","12 - _step__MAX","12 - charts/state_entropy","12 - charts/state_entropy__MIN","12 - charts/state_entropy__MAX","8 - _step","8 - _step__MIN","8 - _step__MAX","8 - charts/state_entropy","8 - charts/state_entropy__MIN","8 - charts/state_entropy__MAX","9 - _step","9 - _step__MIN","9 - _step__MAX","9 - charts/state_entropy","9 - charts/state_entropy__MIN","9 - charts/state_entropy__MAX"
"1609600","503","503","503","0.06375289708375931","0.06375289708375931","0.06375289708375931","503","503","503","0.025829382240772247","0.025829382240772247","0.025829382240772247","503","503","503","0.05622117221355438","0.05622117221355438","0.05622117221355438","503","503","503","0.030789712443947792","0.030789712443947792","0.030789712443947792","503","503","503","0.04964389279484749","0.04964389279484749","0.04964389279484749","503","503","503","0.062453918159008026","0.062453918159008026","0.062453918159008026","503","503","503","0.05945991724729538","0.05945991724729538","0.05945991724729538","503","503","503","0.05478841811418533","0.05478841811418533","0.05478841811418533","503","503","503","0.021740389987826347","0.021740389987826347","0.021740389987826347","503","503","503","0.052993085235357285","0.052993085235357285","0.052993085235357285"
"1612800","504","504","504","0.07463295757770538","0.07463295757770538","0.07463295757770538","504","504","504","0.027956031262874603","0.027956031262874603","0.027956031262874603","504","504","504","0.05584261566400528","0.05584261566400528","0.05584261566400528","504","504","504","0.030594833195209503","0.030594833195209503","0.030594833195209503","504","504","504","0.05652853101491928","0.05652853101491928","0.05652853101491928","504","504","504","0.05291843041777611","0.05291843041777611","0.05291843041777611","504","504","504","0.05934310704469681","0.05934310704469681","0.05934310704469681","504","504","504","0.060737431049346924","0.060737431049346924","0.060737431049346924","504","504","504","0.021807000041007996","0.021807000041007996","0.021807000041007996","504","504","504","0.05713977664709091","0.05713977664709091","0.05713977664709091"
"1616000","505","505","505","0.057538677006959915","0.057538677006959915","0.057538677006959915","505","505","505","0.02739509381353855","0.02739509381353855","0.02739509381353855","505","505","505","0.06166086345911026","0.06166086345911026","0.06166086345911026","505","505","505","0.028456255793571472","0.028456255793571472","0.028456255793571472","505","505","505","0.053625110536813736","0.053625110536813736","0.053625110536813736","505","505","505","0.06322864443063736","0.06322864443063736","0.06322864443063736","505","505","505","0.06247884780168533","0.06247884780168533","0.06247884780168533","505","505","505","0.048901841044425964","0.048901841044425964","0.048901841044425964","505","505","505","0.020422400906682014","0.020422400906682014","0.020422400906682014","505","505","505","0.05835806578397751","0.05835806578397751","0.05835806578397751"
"1619200","506","506","506","0.06381365656852722","0.06381365656852722","0.06381365656852722","506","506","506","0.0320124477148056","0.0320124477148056","0.0320124477148056","506","506","506","0.06437470018863678","0.06437470018863678","0.06437470018863678","506","506","506","0.030675850808620453","0.030675850808620453","0.030675850808620453","506","506","506","0.05560927838087082","0.05560927838087082","0.05560927838087082","506","506","506","0.05669352784752846","0.05669352784752846","0.05669352784752846","506","506","506","0.06415233016014099","0.06415233016014099","0.06415233016014099","506","506","506","0.06023675203323364","0.06023675203323364","0.06023675203323364","506","506","506","0.020992446690797806","0.020992446690797806","0.020992446690797806","506","506","506","0.06118885800242424","0.06118885800242424","0.06118885800242424"
"1622400","507","507","507","0.0674767792224884","0.0674767792224884","0.0674767792224884","507","507","507","0.027759375050663948","0.027759375050663948","0.027759375050663948","507","507","507","0.053162895143032074","0.053162895143032074","0.053162895143032074","507","507","507","0.032525647431612015","0.032525647431612015","0.032525647431612015","507","507","507","0.056666113436222076","0.056666113436222076","0.056666113436222076","507","507","507","0.06694767624139786","0.06694767624139786","0.06694767624139786","507","507","507","0.05441795289516449","0.05441795289516449","0.05441795289516449","507","507","507","0.050958286970853806","0.050958286970853806","0.050958286970853806","507","507","507","0.021241869777441025","0.021241869777441025","0.021241869777441025","507","507","507","0.058703549206256866","0.058703549206256866","0.058703549206256866"
"1625600","508","508","508","0.07532496750354767","0.07532496750354767","0.07532496750354767","508","508","508","0.024677399545907974","0.024677399545907974","0.024677399545907974","508","508","508","0.05562949925661087","0.05562949925661087","0.05562949925661087","508","508","508","0.03129175305366516","0.03129175305366516","0.03129175305366516","508","508","508","0.04986682906746864","0.04986682906746864","0.04986682906746864","508","508","508","0.05569763109087944","0.05569763109087944","0.05569763109087944","508","508","508","0.061394598335027695","0.061394598335027695","0.061394598335027695","508","508","508","0.049406498670578","0.049406498670578","0.049406498670578","508","508","508","0.021141838282346725","0.021141838282346725","0.021141838282346725","508","508","508","0.06639637053012848","0.06639637053012848","0.06639637053012848"
"1628800","509","509","509","0.06713368743658066","0.06713368743658066","0.06713368743658066","509","509","509","0.02920781821012497","0.02920781821012497","0.02920781821012497","509","509","509","0.04804445803165436","0.04804445803165436","0.04804445803165436","509","509","509","0.029836606234312057","0.029836606234312057","0.029836606234312057","509","509","509","0.05081586539745331","0.05081586539745331","0.05081586539745331","509","509","509","0.057856857776641846","0.057856857776641846","0.057856857776641846","509","509","509","0.051933370530605316","0.051933370530605316","0.051933370530605316","509","509","509","0.06021399423480034","0.06021399423480034","0.06021399423480034","509","509","509","0.020812802016735077","0.020812802016735077","0.020812802016735077","509","509","509","0.056065406650304794","0.056065406650304794","0.056065406650304794"
"1632000","510","510","510","0.06123725697398186","0.06123725697398186","0.06123725697398186","510","510","510","0.02574421465396881","0.02574421465396881","0.02574421465396881","510","510","510","0.04936704784631729","0.04936704784631729","0.04936704784631729","510","510","510","0.029979586601257324","0.029979586601257324","0.029979586601257324","510","510","510","0.04743566736578941","0.04743566736578941","0.04743566736578941","510","510","510","0.06412826478481293","0.06412826478481293","0.06412826478481293","510","510","510","0.05648231506347656","0.05648231506347656","0.05648231506347656","510","510","510","0.0578254796564579","0.0578254796564579","0.0578254796564579","510","510","510","0.02201051078736782","0.02201051078736782","0.02201051078736782","510","510","510","0.05788840353488922","0.05788840353488922","0.05788840353488922"
"1635200","511","511","511","0.07102681696414948","0.07102681696414948","0.07102681696414948","511","511","511","0.027443159371614456","0.027443159371614456","0.027443159371614456","511","511","511","0.05663562938570976","0.05663562938570976","0.05663562938570976","511","511","511","0.03256240487098694","0.03256240487098694","0.03256240487098694","511","511","511","0.05214165151119232","0.05214165151119232","0.05214165151119232","511","511","511","0.06458555161952972","0.06458555161952972","0.06458555161952972","511","511","511","0.0570402555167675","0.0570402555167675","0.0570402555167675","511","511","511","0.0508221872150898","0.0508221872150898","0.0508221872150898","511","511","511","0.021344538778066635","0.021344538778066635","0.021344538778066635","511","511","511","0.05595361441373825","0.05595361441373825","0.05595361441373825"
"1638400","512","512","512","0.07513827830553055","0.07513827830553055","0.07513827830553055","512","512","512","0.026481706649065018","0.026481706649065018","0.026481706649065018","512","512","512","0.04724808409810066","0.04724808409810066","0.04724808409810066","512","512","512","0.02958657592535019","0.02958657592535019","0.02958657592535019","512","512","512","0.05449673533439636","0.05449673533439636","0.05449673533439636","512","512","512","0.05968184024095535","0.05968184024095535","0.05968184024095535","512","512","512","0.061819955706596375","0.061819955706596375","0.061819955706596375","512","512","512","0.05276748165488243","0.05276748165488243","0.05276748165488243","512","512","512","0.022850073873996735","0.022850073873996735","0.022850073873996735","512","512","512","0.061943214386701584","0.061943214386701584","0.061943214386701584"
"1641600","513","513","513","0.06590808928012848","0.06590808928012848","0.06590808928012848","513","513","513","0.02497667632997036","0.02497667632997036","0.02497667632997036","513","513","513","0.06018420681357384","0.06018420681357384","0.06018420681357384","513","513","513","0.029929285869002342","0.029929285869002342","0.029929285869002342","513","513","513","0.040677592158317566","0.040677592158317566","0.040677592158317566","513","513","513","0.06390797346830368","0.06390797346830368","0.06390797346830368","513","513","513","0.06344839930534363","0.06344839930534363","0.06344839930534363","513","513","513","0.055528830736875534","0.055528830736875534","0.055528830736875534","513","513","513","0.022369254380464554","0.022369254380464554","0.022369254380464554","513","513","513","0.05728117376565933","0.05728117376565933","0.05728117376565933"
"1644800","514","514","514","0.07427439838647842","0.07427439838647842","0.07427439838647842","514","514","514","0.02800658531486988","0.02800658531486988","0.02800658531486988","514","514","514","0.05394434556365013","0.05394434556365013","0.05394434556365013","514","514","514","0.029642805457115173","0.029642805457115173","0.029642805457115173","514","514","514","0.05391906946897507","0.05391906946897507","0.05391906946897507","514","514","514","0.0638834685087204","0.0638834685087204","0.0638834685087204","514","514","514","0.0536910817027092","0.0536910817027092","0.0536910817027092","514","514","514","0.05562792718410492","0.05562792718410492","0.05562792718410492","514","514","514","0.020226286724209785","0.020226286724209785","0.020226286724209785","514","514","514","0.054472796618938446","0.054472796618938446","0.054472796618938446"
"1648000","515","515","515","0.06816038489341736","0.06816038489341736","0.06816038489341736","515","515","515","0.02520633302628994","0.02520633302628994","0.02520633302628994","515","515","515","0.059893254190683365","0.059893254190683365","0.059893254190683365","515","515","515","0.03258844465017319","0.03258844465017319","0.03258844465017319","515","515","515","0.05304034426808357","0.05304034426808357","0.05304034426808357","515","515","515","0.05935216695070267","0.05935216695070267","0.05935216695070267","515","515","515","0.056729622185230255","0.056729622185230255","0.056729622185230255","515","515","515","0.05269954726099968","0.05269954726099968","0.05269954726099968","515","515","515","0.02319880947470665","0.02319880947470665","0.02319880947470665","515","515","515","0.05750325322151184","0.05750325322151184","0.05750325322151184"
"1651200","516","516","516","0.0709097608923912","0.0709097608923912","0.0709097608923912","516","516","516","0.023658983409404755","0.023658983409404755","0.023658983409404755","516","516","516","0.0566796250641346","0.0566796250641346","0.0566796250641346","516","516","516","0.031080732122063637","0.031080732122063637","0.031080732122063637","516","516","516","0.04813772067427635","0.04813772067427635","0.04813772067427635","516","516","516","0.06156456843018532","0.06156456843018532","0.06156456843018532","516","516","516","0.0569215789437294","0.0569215789437294","0.0569215789437294","516","516","516","0.054192934185266495","0.054192934185266495","0.054192934185266495","516","516","516","0.020927224308252335","0.020927224308252335","0.020927224308252335","516","516","516","0.06335689127445221","0.06335689127445221","0.06335689127445221"
"1654400","517","517","517","0.07182936370372772","0.07182936370372772","0.07182936370372772","517","517","517","0.03119419701397419","0.03119419701397419","0.03119419701397419","517","517","517","0.061044842004776","0.061044842004776","0.061044842004776","517","517","517","0.03142785653471947","0.03142785653471947","0.03142785653471947","517","517","517","0.04411989077925682","0.04411989077925682","0.04411989077925682","517","517","517","0.060463447123765945","0.060463447123765945","0.060463447123765945","517","517","517","0.052456192672252655","0.052456192672252655","0.052456192672252655","517","517","517","0.04978114366531372","0.04978114366531372","0.04978114366531372","517","517","517","0.020956778898835182","0.020956778898835182","0.020956778898835182","517","517","517","0.05662796273827553","0.05662796273827553","0.05662796273827553"
"1657600","518","518","518","0.06978027522563934","0.06978027522563934","0.06978027522563934","518","518","518","0.026286236941814423","0.026286236941814423","0.026286236941814423","518","518","518","0.04923705384135246","0.04923705384135246","0.04923705384135246","518","518","518","0.03171244263648987","0.03171244263648987","0.03171244263648987","518","518","518","0.05455221235752106","0.05455221235752106","0.05455221235752106","518","518","518","0.06038200482726097","0.06038200482726097","0.06038200482726097","518","518","518","0.05094549432396889","0.05094549432396889","0.05094549432396889","518","518","518","0.05327722802758217","0.05327722802758217","0.05327722802758217","518","518","518","0.020730506628751755","0.020730506628751755","0.020730506628751755","518","518","518","0.059781838208436966","0.059781838208436966","0.059781838208436966"
"1660800","519","519","519","0.0642319917678833","0.0642319917678833","0.0642319917678833","519","519","519","0.024150464683771133","0.024150464683771133","0.024150464683771133","519","519","519","0.056027304381132126","0.056027304381132126","0.056027304381132126","519","519","519","0.031212035566568375","0.031212035566568375","0.031212035566568375","519","519","519","0.054550204426050186","0.054550204426050186","0.054550204426050186","519","519","519","0.06359905004501343","0.06359905004501343","0.06359905004501343","519","519","519","0.04896937310695648","0.04896937310695648","0.04896937310695648","519","519","519","0.06192892789840698","0.06192892789840698","0.06192892789840698","519","519","519","0.021313171833753586","0.021313171833753586","0.021313171833753586","519","519","519","0.05719330161809921","0.05719330161809921","0.05719330161809921"
"1664000","520","520","520","0.07435053586959839","0.07435053586959839","0.07435053586959839","520","520","520","0.025763247162103653","0.025763247162103653","0.025763247162103653","520","520","520","0.05980416014790535","0.05980416014790535","0.05980416014790535","520","520","520","0.03060002811253071","0.03060002811253071","0.03060002811253071","520","520","520","0.04528667405247688","0.04528667405247688","0.04528667405247688","520","520","520","0.06202976405620575","0.06202976405620575","0.06202976405620575","520","520","520","0.05873393267393112","0.05873393267393112","0.05873393267393112","520","520","520","0.05203314870595932","0.05203314870595932","0.05203314870595932","520","520","520","0.022361481562256813","0.022361481562256813","0.022361481562256813","520","520","520","0.058352887630462646","0.058352887630462646","0.058352887630462646"
"1667200","521","521","521","0.06806641817092896","0.06806641817092896","0.06806641817092896","521","521","521","0.02606029249727726","0.02606029249727726","0.02606029249727726","521","521","521","0.05735345184803009","0.05735345184803009","0.05735345184803009","521","521","521","0.030950818210840225","0.030950818210840225","0.030950818210840225","521","521","521","0.05336037650704384","0.05336037650704384","0.05336037650704384","521","521","521","0.06070268899202347","0.06070268899202347","0.06070268899202347","521","521","521","0.054438792169094086","0.054438792169094086","0.054438792169094086","521","521","521","0.06486085057258606","0.06486085057258606","0.06486085057258606","521","521","521","0.021111810579895973","0.021111810579895973","0.021111810579895973","521","521","521","0.06393478810787201","0.06393478810787201","0.06393478810787201"
"1670400","522","522","522","0.06990610808134079","0.06990610808134079","0.06990610808134079","522","522","522","0.026295524090528488","0.026295524090528488","0.026295524090528488","522","522","522","0.06515692919492722","0.06515692919492722","0.06515692919492722","522","522","522","0.03286651894450188","0.03286651894450188","0.03286651894450188","522","522","522","0.05532688647508621","0.05532688647508621","0.05532688647508621","522","522","522","0.06732815504074097","0.06732815504074097","0.06732815504074097","522","522","522","0.057398512959480286","0.057398512959480286","0.057398512959480286","522","522","522","0.05301792174577713","0.05301792174577713","0.05301792174577713","522","522","522","0.021731510758399963","0.021731510758399963","0.021731510758399963","522","522","522","0.05095919966697693","0.05095919966697693","0.05095919966697693"
"1673600","523","523","523","0.06687340140342712","0.06687340140342712","0.06687340140342712","523","523","523","0.02606835402548313","0.02606835402548313","0.02606835402548313","523","523","523","0.053238630294799805","0.053238630294799805","0.053238630294799805","523","523","523","0.0314888060092926","0.0314888060092926","0.0314888060092926","523","523","523","0.055304303765296936","0.055304303765296936","0.055304303765296936","523","523","523","0.055964983999729156","0.055964983999729156","0.055964983999729156","523","523","523","0.06813255697488785","0.06813255697488785","0.06813255697488785","523","523","523","0.054669514298439026","0.054669514298439026","0.054669514298439026","523","523","523","0.020447053015232086","0.020447053015232086","0.020447053015232086","523","523","523","0.058727167546749115","0.058727167546749115","0.058727167546749115"
"1676800","524","524","524","0.07594644278287888","0.07594644278287888","0.07594644278287888","524","524","524","0.027045011520385742","0.027045011520385742","0.027045011520385742","524","524","524","0.05355680361390114","0.05355680361390114","0.05355680361390114","524","524","524","0.03253565728664398","0.03253565728664398","0.03253565728664398","524","524","524","0.05838409811258316","0.05838409811258316","0.05838409811258316","524","524","524","0.06664054840803146","0.06664054840803146","0.06664054840803146","524","524","524","0.06262120604515076","0.06262120604515076","0.06262120604515076","524","524","524","0.06053362041711807","0.06053362041711807","0.06053362041711807","524","524","524","0.02125690132379532","0.02125690132379532","0.02125690132379532","524","524","524","0.060646817088127136","0.060646817088127136","0.060646817088127136"
"1680000","525","525","525","0.0749545469880104","0.0749545469880104","0.0749545469880104","525","525","525","0.02673567831516266","0.02673567831516266","0.02673567831516266","525","525","525","0.0525338351726532","0.0525338351726532","0.0525338351726532","525","525","525","0.030278947204351425","0.030278947204351425","0.030278947204351425","525","525","525","0.05023506283760071","0.05023506283760071","0.05023506283760071","525","525","525","0.06150848791003227","0.06150848791003227","0.06150848791003227","525","525","525","0.059894461184740067","0.059894461184740067","0.059894461184740067","525","525","525","0.06173940375447273","0.06173940375447273","0.06173940375447273","525","525","525","0.02114078402519226","0.02114078402519226","0.02114078402519226","525","525","525","0.04963916540145874","0.04963916540145874","0.04963916540145874"
"1683200","526","526","526","0.06970370560884476","0.06970370560884476","0.06970370560884476","526","526","526","0.02445654198527336","0.02445654198527336","0.02445654198527336","526","526","526","0.0552385151386261","0.0552385151386261","0.0552385151386261","526","526","526","0.029573606327176094","0.029573606327176094","0.029573606327176094","526","526","526","0.054144758731126785","0.054144758731126785","0.054144758731126785","526","526","526","0.05824432894587517","0.05824432894587517","0.05824432894587517","526","526","526","0.0577688105404377","0.0577688105404377","0.0577688105404377","526","526","526","0.052532657980918884","0.052532657980918884","0.052532657980918884","526","526","526","0.020895320922136307","0.020895320922136307","0.020895320922136307","526","526","526","0.06056230515241623","0.06056230515241623","0.06056230515241623"
"1686400","527","527","527","0.0610140897333622","0.0610140897333622","0.0610140897333622","527","527","527","0.02276814728975296","0.02276814728975296","0.02276814728975296","527","527","527","0.053178004920482635","0.053178004920482635","0.053178004920482635","527","527","527","0.028705062344670296","0.028705062344670296","0.028705062344670296","527","527","527","0.05585772916674614","0.05585772916674614","0.05585772916674614","527","527","527","0.0544993057847023","0.0544993057847023","0.0544993057847023","527","527","527","0.05887220799922943","0.05887220799922943","0.05887220799922943","527","527","527","0.0544259287416935","0.0544259287416935","0.0544259287416935","527","527","527","0.021487172693014145","0.021487172693014145","0.021487172693014145","527","527","527","0.05406966805458069","0.05406966805458069","0.05406966805458069"
"1689600","528","528","528","0.07619482278823853","0.07619482278823853","0.07619482278823853","528","528","528","0.02461959794163704","0.02461959794163704","0.02461959794163704","528","528","528","0.05273881182074547","0.05273881182074547","0.05273881182074547","528","528","528","0.03217540681362152","0.03217540681362152","0.03217540681362152","528","528","528","0.052190110087394714","0.052190110087394714","0.052190110087394714","528","528","528","0.06016884744167328","0.06016884744167328","0.06016884744167328","528","528","528","0.0609254464507103","0.0609254464507103","0.0609254464507103","528","528","528","0.05832831934094429","0.05832831934094429","0.05832831934094429","528","528","528","0.020354552194476128","0.020354552194476128","0.020354552194476128","528","528","528","0.055133283138275146","0.055133283138275146","0.055133283138275146"
"1692800","529","529","529","0.07365016639232635","0.07365016639232635","0.07365016639232635","529","529","529","0.023934802040457726","0.023934802040457726","0.023934802040457726","529","529","529","0.054531604051589966","0.054531604051589966","0.054531604051589966","529","529","529","0.02971411496400833","0.02971411496400833","0.02971411496400833","529","529","529","0.053806841373443604","0.053806841373443604","0.053806841373443604","529","529","529","0.06171191483736038","0.06171191483736038","0.06171191483736038","529","529","529","0.05737686902284622","0.05737686902284622","0.05737686902284622","529","529","529","0.058871299028396606","0.058871299028396606","0.058871299028396606","529","529","529","0.02222619578242302","0.02222619578242302","0.02222619578242302","529","529","529","0.05580019950866699","0.05580019950866699","0.05580019950866699"
"1696000","530","530","530","0.06710918992757797","0.06710918992757797","0.06710918992757797","530","530","530","0.025619380176067352","0.025619380176067352","0.025619380176067352","530","530","530","0.059649087488651276","0.059649087488651276","0.059649087488651276","530","530","530","0.02941027283668518","0.02941027283668518","0.02941027283668518","530","530","530","0.06437041610479355","0.06437041610479355","0.06437041610479355","530","530","530","0.05976250022649765","0.05976250022649765","0.05976250022649765","530","530","530","0.06066722422838211","0.06066722422838211","0.06066722422838211","530","530","530","0.05540750175714493","0.05540750175714493","0.05540750175714493","530","530","530","0.020169563591480255","0.020169563591480255","0.020169563591480255","530","530","530","0.058196060359478","0.058196060359478","0.058196060359478"
"1699200","531","531","531","0.07692277431488037","0.07692277431488037","0.07692277431488037","531","531","531","0.026115816086530685","0.026115816086530685","0.026115816086530685","531","531","531","0.05124669522047043","0.05124669522047043","0.05124669522047043","531","531","531","0.0316551998257637","0.0316551998257637","0.0316551998257637","531","531","531","0.051932744681835175","0.051932744681835175","0.051932744681835175","531","531","531","0.06158438324928284","0.06158438324928284","0.06158438324928284","531","531","531","0.0571557953953743","0.0571557953953743","0.0571557953953743","531","531","531","0.05328231677412987","0.05328231677412987","0.05328231677412987","531","531","531","0.02161402814090252","0.02161402814090252","0.02161402814090252","531","531","531","0.06131039559841156","0.06131039559841156","0.06131039559841156"
"1702400","532","532","532","0.0726894959807396","0.0726894959807396","0.0726894959807396","532","532","532","0.024066492915153503","0.024066492915153503","0.024066492915153503","532","532","532","0.05264847353100777","0.05264847353100777","0.05264847353100777","532","532","532","0.030290506780147552","0.030290506780147552","0.030290506780147552","532","532","532","0.05087929219007492","0.05087929219007492","0.05087929219007492","532","532","532","0.06112205609679222","0.06112205609679222","0.06112205609679222","532","532","532","0.0642022043466568","0.0642022043466568","0.0642022043466568","532","532","532","0.05820471793413162","0.05820471793413162","0.05820471793413162","532","532","532","0.02161145955324173","0.02161145955324173","0.02161145955324173","532","532","532","0.05544815585017204","0.05544815585017204","0.05544815585017204"
"1705600","533","533","533","0.07379899173974991","0.07379899173974991","0.07379899173974991","533","533","533","0.023932266980409622","0.023932266980409622","0.023932266980409622","533","533","533","0.055583417415618896","0.055583417415618896","0.055583417415618896","533","533","533","0.034067992120981216","0.034067992120981216","0.034067992120981216","533","533","533","0.049746692180633545","0.049746692180633545","0.049746692180633545","533","533","533","0.06264793872833252","0.06264793872833252","0.06264793872833252","533","533","533","0.05594463646411896","0.05594463646411896","0.05594463646411896","533","533","533","0.06563597172498703","0.06563597172498703","0.06563597172498703","533","533","533","0.020841075107455254","0.020841075107455254","0.020841075107455254","533","533","533","0.05204510688781738","0.05204510688781738","0.05204510688781738"
"1708800","534","534","534","0.07138332724571228","0.07138332724571228","0.07138332724571228","534","534","534","0.03134455531835556","0.03134455531835556","0.03134455531835556","534","534","534","0.05652504414319992","0.05652504414319992","0.05652504414319992","534","534","534","0.032156169414520264","0.032156169414520264","0.032156169414520264","534","534","534","0.06083232909440994","0.06083232909440994","0.06083232909440994","534","534","534","0.05233100429177284","0.05233100429177284","0.05233100429177284","534","534","534","0.05945034325122833","0.05945034325122833","0.05945034325122833","534","534","534","0.056048862636089325","0.056048862636089325","0.056048862636089325","534","534","534","0.019124895334243774","0.019124895334243774","0.019124895334243774","534","534","534","0.057875316590070724","0.057875316590070724","0.057875316590070724"
"1712000","535","535","535","0.0689224898815155","0.0689224898815155","0.0689224898815155","535","535","535","0.0253610797226429","0.0253610797226429","0.0253610797226429","535","535","535","0.056328319013118744","0.056328319013118744","0.056328319013118744","535","535","535","0.03182492032647133","0.03182492032647133","0.03182492032647133","535","535","535","0.05930349603295326","0.05930349603295326","0.05930349603295326","535","535","535","0.05624638497829437","0.05624638497829437","0.05624638497829437","535","535","535","0.061287812888622284","0.061287812888622284","0.061287812888622284","535","535","535","0.05252949893474579","0.05252949893474579","0.05252949893474579","535","535","535","0.021574821323156357","0.021574821323156357","0.021574821323156357","535","535","535","0.06251564621925354","0.06251564621925354","0.06251564621925354"
"1715200","536","536","536","0.07674725353717804","0.07674725353717804","0.07674725353717804","536","536","536","0.025097984820604324","0.025097984820604324","0.025097984820604324","536","536","536","0.057767048478126526","0.057767048478126526","0.057767048478126526","536","536","536","0.030466781929135323","0.030466781929135323","0.030466781929135323","536","536","536","0.052272263914346695","0.052272263914346695","0.052272263914346695","536","536","536","0.05803338810801506","0.05803338810801506","0.05803338810801506","536","536","536","0.06014792621135712","0.06014792621135712","0.06014792621135712","536","536","536","0.06568630039691925","0.06568630039691925","0.06568630039691925","536","536","536","0.020775161683559418","0.020775161683559418","0.020775161683559418","536","536","536","0.05889909341931343","0.05889909341931343","0.05889909341931343"
"1718400","537","537","537","0.06713010370731354","0.06713010370731354","0.06713010370731354","537","537","537","0.02344268374145031","0.02344268374145031","0.02344268374145031","537","537","537","0.05819668620824814","0.05819668620824814","0.05819668620824814","537","537","537","0.03088008053600788","0.03088008053600788","0.03088008053600788","537","537","537","0.05000798776745796","0.05000798776745796","0.05000798776745796","537","537","537","0.06278401613235474","0.06278401613235474","0.06278401613235474","537","537","537","0.06692001968622208","0.06692001968622208","0.06692001968622208","537","537","537","0.05852317810058594","0.05852317810058594","0.05852317810058594","537","537","537","0.02205546945333481","0.02205546945333481","0.02205546945333481","537","537","537","0.05608607456088066","0.05608607456088066","0.05608607456088066"
"1721600","538","538","538","0.07248818874359131","0.07248818874359131","0.07248818874359131","538","538","538","0.027378899976611137","0.027378899976611137","0.027378899976611137","538","538","538","0.06042453646659851","0.06042453646659851","0.06042453646659851","538","538","538","0.031398698687553406","0.031398698687553406","0.031398698687553406","538","538","538","0.05490715801715851","0.05490715801715851","0.05490715801715851","538","538","538","0.06267861276865005","0.06267861276865005","0.06267861276865005","538","538","538","0.06058945506811142","0.06058945506811142","0.06058945506811142","538","538","538","0.05995175987482071","0.05995175987482071","0.05995175987482071","538","538","538","0.021436823531985283","0.021436823531985283","0.021436823531985283","538","538","538","0.057820770889520645","0.057820770889520645","0.057820770889520645"
"1724800","539","539","539","0.07086236029863358","0.07086236029863358","0.07086236029863358","539","539","539","0.023341339081525803","0.023341339081525803","0.023341339081525803","539","539","539","0.05612151324748993","0.05612151324748993","0.05612151324748993","539","539","539","0.03139505162835121","0.03139505162835121","0.03139505162835121","539","539","539","0.05005346238613129","0.05005346238613129","0.05005346238613129","539","539","539","0.06309482455253601","0.06309482455253601","0.06309482455253601","539","539","539","0.05832195281982422","0.05832195281982422","0.05832195281982422","539","539","539","0.05544869229197502","0.05544869229197502","0.05544869229197502","539","539","539","0.024166453629732132","0.024166453629732132","0.024166453629732132","539","539","539","0.06326901912689209","0.06326901912689209","0.06326901912689209"
"1728000","540","540","540","0.07405582070350647","0.07405582070350647","0.07405582070350647","540","540","540","0.026313234120607376","0.026313234120607376","0.026313234120607376","540","540","540","0.05500209331512451","0.05500209331512451","0.05500209331512451","540","540","540","0.03194303438067436","0.03194303438067436","0.03194303438067436","540","540","540","0.048681046813726425","0.048681046813726425","0.048681046813726425","540","540","540","0.059358105063438416","0.059358105063438416","0.059358105063438416","540","540","540","0.048548635095357895","0.048548635095357895","0.048548635095357895","540","540","540","0.05483482778072357","0.05483482778072357","0.05483482778072357","540","540","540","0.018738389015197754","0.018738389015197754","0.018738389015197754","540","540","540","0.05893497169017792","0.05893497169017792","0.05893497169017792"
"1731200","541","541","541","0.06829996407032013","0.06829996407032013","0.06829996407032013","541","541","541","0.025180252268910408","0.025180252268910408","0.025180252268910408","541","541","541","0.049063414335250854","0.049063414335250854","0.049063414335250854","541","541","541","0.031369417905807495","0.031369417905807495","0.031369417905807495","541","541","541","0.048343900591135025","0.048343900591135025","0.048343900591135025","541","541","541","0.06363865733146667","0.06363865733146667","0.06363865733146667","541","541","541","0.06042482703924179","0.06042482703924179","0.06042482703924179","541","541","541","0.05666021630167961","0.05666021630167961","0.05666021630167961","541","541","541","0.02227509580552578","0.02227509580552578","0.02227509580552578","541","541","541","0.06640730798244476","0.06640730798244476","0.06640730798244476"
