agent,seed,reward,distance,wall,success
beta:0.0_alpha:0.0,16,-8.357729434967041,-0.08615563288331032,False,0.9949999988079071
beta:0.0_alpha:0.02,16,-9.434424209594727,-0.09536939337849618,False,0.9849999964237213
beta:0.0_alpha:0.02,17,-15.954012870788574,-0.11076833382248878,False,0.8150000214576721
beta:0.0_alpha:0.0,18,-8.588730430603027,-0.08340509161353112,False,1.0
beta:0.0_alpha:0.02,18,-8.668141841888428,-0.08654371574521065,False,0.9700000047683716
beta:0.0_alpha:0.0,19,-14.932756900787354,-0.10387765914201737,False,0.6100000113248825
beta:0.0_alpha:0.02,19,-8.743828296661377,-0.09706949517130851,False,0.9900000035762787
beta:0.0_alpha:0.0,20,-8.290602016448975,-0.08875376433134079,False,1.0
beta:0.0_alpha:0.02,20,-7.9218034744262695,-0.10036870688199998,False,0.9650000035762787

